layers,activation,batch_size,loss,mae,r2_score,root_mean_squared_error,val_loss,val_mae,val_r2_score,val_root_mean_squared_error,learning_rate
[64],prelu,32,0.030456472188234312,0.26986983418464644,0.49144577980041504,0.37967180013656593,0.028804423660039883,0.26159445047378527,0.47673308849334717,0.36912074089050273,0.0010000000474974513
[64],prelu,32,0.03035359159111975,0.26974344849586473,0.49303001165390015,0.3790799260139463,0.028918471187353117,0.2637719035148619,0.47422993183135986,0.37000257968902567,0.0010000000474974513
[64],prelu,32,0.03051452860236166,0.26934163570404035,0.4901392459869385,0.38015917539596533,0.029039087891578656,0.2626585364341734,0.4720635414123535,0.37076404094696025,0.0010000000474974513
[64],prelu,32,0.030447531491518003,0.26887283921241745,0.49116361141204834,0.3797770857810972,0.028688485175371155,0.262400722503662,0.4784696102142334,0.3685077309608457,0.0010000000474974513
[64],prelu,32,0.030204136669635756,0.26916965246200547,0.4951232075691223,0.37829654216766334,0.02881014570593832,0.26426686048507675,0.47601819038391113,0.3693727970123289,0.0010000000474974513
[64],prelu,32,0.030582739412784558,0.2701579034328459,0.4886530041694641,0.3807128548622129,0.028860707581043227,0.2653220593929289,0.47492510080337524,0.3697578549385069,0.0010000000474974513
[64],prelu,32,0.030451867729425413,0.2696332991123198,0.49086880683898926,0.37988709211349464,0.02894992902874945,0.26125667095184313,0.4730563163757324,0.3704152822494505,0.0010000000474974513
[64],prelu,32,0.03001750409603117,0.2685466825962065,0.49817603826522827,0.3771510958671568,0.0286827005445957,0.2613715589046477,0.47830837965011597,0.368564701080322,0.0010000000474974513
[64],prelu,32,0.030310325324535353,0.26898894309997545,0.4931420683860779,0.37903804779052713,0.029487694054841977,0.26268918514251693,0.4629729986190796,0.37394253015518164,0.0010000000474974513
[64],prelu,32,0.030295718461275083,0.26854544878005965,0.4932173490524292,0.3790099024772642,0.029542491585016234,0.26215998530387863,0.46208667755126953,0.3742509841918943,0.0010000000474974513
[64],prelu,32,0.03033183887600897,0.2685889542102812,0.4925292730331421,0.37926710844039896,0.02884786203503607,0.2620072960853575,0.47484350204467773,0.3697866082191465,0.0010000000474974513
[64],prelu,32,0.03035124018788336,0.2689997792243956,0.49221551418304443,0.3793843388557432,0.02923574969172476,0.2617984056472777,0.4677799344062805,0.37226518392562846,0.0010000000474974513
[64],prelu,32,0.030085263401269893,0.26879559159278854,0.4967307448387146,0.37769383192062356,0.028780824691057187,0.2631025493144987,0.4761190414428711,0.3693372488021848,0.0010000000474974513
[64],prelu,32,0.030158451944589597,0.2682956635951994,0.4954220652580261,0.3781845688819883,0.029182364791631683,0.26217741966247543,0.468591570854187,0.3719812273979185,0.0010000000474974513
[64],prelu,32,0.030143371224403363,0.2681546330451964,0.4956507086753845,0.3780988812446592,0.0286952957510948,0.2611502051353453,0.4776313900947571,0.3688037753105161,0.0010000000474974513
[64],prelu,32,0.03017285317182539,0.2687657833099364,0.4952075481414795,0.37826496362686135,0.02910524457693098,0.2670105278491972,0.470024049282074,0.37147954702377295,0.0010000000474974513
[64],prelu,32,0.030060703307390194,0.2686434924602507,0.49699801206588745,0.3775935173034666,0.028950309008359893,0.2615035951137541,0.47290968894958496,0.37046681642532325,0.0010000000474974513
[64],prelu,32,0.030247291177511196,0.2684715092182158,0.4937705993652344,0.37880297899246196,0.028555288910865766,0.2613906383514403,0.4800869822502136,0.3679358839988706,0.0010000000474974513
[64],prelu,32,0.030169299244880658,0.26784871816635114,0.49509304761886597,0.3783078432083128,0.028617379814386352,0.26126421689987167,0.4789142608642578,0.36835062503814675,0.0010000000474974513
[64],prelu,32,0.030253308266401272,0.26926991343498213,0.4938352108001709,0.378778803348541,0.0290768153965473,0.2613675892353056,0.47043848037719727,0.3713342428207395,0.0010000000474974513
[64],prelu,32,0.03027450442314146,0.26846339106559736,0.49331027269363403,0.37897514104843116,0.02881235405802725,0.26046128869056684,0.4752129912376404,0.3696565032005308,0.0010000000474974513
[64],prelu,32,0.03043373376131056,0.26954485774040204,0.49068230390548706,0.3799566864967344,0.02866115123033522,0.2641241848468779,0.4780128598213196,0.3686690568923948,0.0010000000474974513
[64],prelu,32,0.030266556143760663,0.2686728000640868,0.49346983432769775,0.37891548871993996,0.02871128171682356,0.26459507346153244,0.47721296548843384,0.3689514398574827,0.0010000000474974513
[64],prelu,32,0.030115366727113707,0.26818873286247236,0.49616044759750366,0.3779077649116514,0.02861574143171309,0.2622464776039122,0.4791111946105957,0.36828099489212013,0.0010000000474974513
[64],prelu,32,0.030039288103580458,0.2680505275726317,0.4975224733352661,0.3773966073989866,0.0287823401391506,0.25975543856620775,0.4758707284927368,0.36942476034164407,0.0010000000474974513
[64],prelu,32,0.03039752393960951,0.2692797482013701,0.49132245779037476,0.37971779108047465,0.02862038388848303,0.26059318184852587,0.478762686252594,0.36840419769287086,0.0010000000474974513
[64],prelu,32,0.03009273558855055,0.2683608770370482,0.4965193271636963,0.37777315378189064,0.028618609160184844,0.26123213768005354,0.4790554642677307,0.3683007001876829,0.0010000000474974513
[64],prelu,32,0.030083817243576033,0.26832849383354174,0.49667686223983765,0.37771407365798926,0.028909680247306807,0.2607609093189238,0.47358083724975586,0.3702308893203733,0.0010000000474974513
[64],prelu,32,0.03015534058213232,0.26825861334800705,0.49545472860336304,0.3781723380088804,0.028712656348943693,0.26216100454330427,0.47728782892227173,0.36892501115798926,0.0010000000474974513
[64],prelu,32,0.02998536452651022,0.2678485751152037,0.4982786178588867,0.3771125793457029,0.028977955877780896,0.2609897196292876,0.47234249114990234,0.37066608667373635,0.0010000000474974513
[64],prelu,32,0.030418863147497158,0.2692423939704893,0.49090254306793213,0.37987450361251807,0.028627136349678024,0.26376051306724535,0.4788476228713989,0.36837415695190406,0.0010000000474974513
[64],prelu,32,0.030191447585821134,0.26818519234657273,0.4947144389152527,0.3784496784210203,0.02860820442438124,0.26232157945632917,0.47908222675323486,0.36829125881195046,0.0010000000474974513
[64],prelu,32,0.03015994951128958,0.26821355223655685,0.49523741006851196,0.37825376987457254,0.02902246490120886,0.26116366982460004,0.4713408946990967,0.3710177421569822,0.0010000000474974513
[64],prelu,32,0.030001064389944057,0.2678437292575835,0.49792903661727905,0.3772439360618589,0.028383569419383987,0.26017105579376204,0.48327434062957764,0.3668063163757322,0.0005000000237487257
[64],prelu,32,0.02977941781282423,0.2665989696979521,0.5016595125198364,0.37583981752395607,0.02844049930572508,0.2595391094684599,0.48209822177886963,0.36722352504730205,0.0005000000237487257
[64],prelu,32,0.029960234463214858,0.2676707804203032,0.4984346628189087,0.37705392837524393,0.02852939665317534,0.25939330458641036,0.4802377223968506,0.3678825259208677,0.0005000000237487257
[64],prelu,32,0.029737550765275938,0.2667516946792601,0.502159833908081,0.3756510972976682,0.02835473343729971,0.26026479005813585,0.48361533880233765,0.36668525934219337,0.0005000000237487257
[64],prelu,32,0.029766663908958418,0.2674769818782805,0.5016640424728394,0.37583810091018655,0.028346682339906677,0.2605152726173399,0.483590304851532,0.36669416427612284,0.0005000000237487257
[64],prelu,32,0.030037115514278394,0.2678418338298796,0.49699652194976807,0.3775940895080564,0.028277074545621856,0.26051702499389634,0.4848448634147644,0.3662484884262083,0.0005000000237487257
[64],prelu,32,0.029979439079761486,0.26747147440910324,0.4978850483894348,0.37726042270660376,0.028392116725444776,0.26008899807929975,0.48269903659820557,0.36701045036315894,0.0005000000237487257
[64],prelu,32,0.029758288711309415,0.266944921016693,0.5016430616378784,0.37584600448608374,0.028480421751737577,0.2600346744060515,0.48098117113113403,0.36761934757232645,0.0005000000237487257
[64],prelu,32,0.030051565915346128,0.26792002916336044,0.4965803623199463,0.3777502655982969,0.02834093347191809,0.2619228780269621,0.48350489139556885,0.36672449111938454,0.0005000000237487257
[64],prelu,32,0.029996397346258145,0.2671145617961882,0.49751484394073486,0.3773995041847227,0.02829188033938406,0.26190533638000474,0.4844868779182434,0.3663756966590879,0.0005000000237487257
[64],prelu,32,0.030058164149522764,0.2676718354225157,0.49643975496292114,0.37780297994613626,0.028554549068212493,0.25983719229698166,0.4794604778289795,0.3681575059890745,0.0005000000237487257
[64],prelu,32,0.02990577667951582,0.2678697824478148,0.4989356994628906,0.3768655300140379,0.02829699665307997,0.2601330399513243,0.48416411876678467,0.36649035215377784,0.0005000000237487257
[64],prelu,32,0.029814552515745146,0.26777701377868635,0.5004370212554932,0.376300513744354,0.028341961652040466,0.25981818437576276,0.4833102226257324,0.3667935848236082,0.0005000000237487257
[64],prelu,32,0.0297896660864353,0.26702960729598985,0.5008432865142822,0.3761474490165708,0.028278697282075865,0.2603640496730803,0.4844074249267578,0.36640394926071146,0.0005000000237487257
[64],prelu,32,0.02978523597121237,0.26720829606056196,0.5009021759033203,0.3761252760887144,0.02839581370353697,0.2619412779808043,0.4821893572807312,0.36719119548797585,0.0005000000237487257
[64],prelu,32,0.029773239791393263,0.267511475086212,0.5010484457015991,0.3760701656341551,0.02848339006304739,0.25971795916557294,0.4806020259857178,0.36775356531143166,0.0005000000237487257
[64],prelu,32,0.029797095805406553,0.26777948141098007,0.5006464719772339,0.37622162103652934,0.02829515486955641,0.26096059083938583,0.4840800166130066,0.3665202498435972,0.0005000000237487257
[64],prelu,32,0.029935622960329037,0.26788916587829575,0.49828052520751953,0.3771118283271787,0.028464198857545836,0.2590735495090483,0.48083943128585815,0.36766952276229836,0.0005000000237487257
[64],prelu,32,0.029714740812778456,0.2675618112087248,0.5020332336425781,0.3756988406181333,0.028416947275400145,0.25917207598686204,0.4816966652870178,0.3673658609390257,0.0005000000237487257
[64],prelu,32,0.02969728633761404,0.2671296358108519,0.5022658705711365,0.37561107873916605,0.028334446996450408,0.2622476220130919,0.48326539993286133,0.3668094992637632,0.0005000000237487257
[64],prelu,32,0.029991039633750896,0.26794425845146164,0.4972301125526428,0.3775063991546629,0.028399090468883496,0.26133447289466843,0.48194485902786255,0.3672778844833372,0.0005000000237487257
[64],prelu,32,0.029928971081972105,0.2675107061862944,0.498279333114624,0.377112293243408,0.02847370728850363,0.25979695916175827,0.4804721474647522,0.36779955625534033,0.0005000000237487257
[64],prelu,32,0.029718882590532285,0.2669874429702757,0.5017679929733276,0.37579890489578227,0.02837000191211699,0.2597490727901457,0.4824441075325012,0.36710089445114114,0.0005000000237487257
[64],prelu,32,0.029858022183179837,0.26746670007705675,0.49943143129348755,0.37667906284332253,0.02833339869976042,0.26271471977233873,0.48302316665649414,0.3668954730033872,0.0005000000237487257
[64],prelu,32,0.029904873669147472,0.2673978567123412,0.49862295389175415,0.37698311805725077,0.028251879662275298,0.2598542511463164,0.4846274256706238,0.3663257360458372,0.0005000000237487257
[64],prelu,32,0.029598241299390777,0.2663183748722075,0.5037764310836792,0.37504066228866556,0.028976391255855542,0.2671922564506529,0.4713912606239319,0.3710000395774839,0.0002500000118743628
[64],prelu,32,0.029601151496171933,0.2665975213050841,0.5037224292755127,0.3750610828399656,0.028238848596811278,0.2605337798595427,0.4849172830581665,0.36622270345687846,0.0002500000118743628
[64],prelu,32,0.029602114856243117,0.2670960009098051,0.5036684274673462,0.37508150339126567,0.028910062462091428,0.2671910405158995,0.472507119178772,0.37060825824737526,0.0002500000118743628
[64],prelu,32,0.029637218266725524,0.26686846017837507,0.5030056238174438,0.3753318428993223,0.02850378826260565,0.263985103368759,0.4799193739891052,0.36799517869949316,0.0002500000118743628
[64],prelu,32,0.03000375330448149,0.26810084581375104,0.49671345949172974,0.37770030498504614,0.028481380641460403,0.2637330830097197,0.48023927211761475,0.3678819894790647,0.0002500000118743628
[64],prelu,32,0.029708638787269575,0.2670123696327208,0.5016904473304749,0.3758281230926511,0.028492037951946242,0.26390821337699877,0.48000282049179077,0.36796567440032935,0.0002500000118743628
[64],prelu,32,0.029524809122085553,0.26638956069946274,0.5047957301139832,0.37465531826019266,0.028503265231847746,0.2636907219886778,0.4797934889793396,0.3680397033691404,0.0002500000118743628
[64],prelu,32,0.0297730542719364,0.26742601990699755,0.5005279779434204,0.37626625299453714,0.028465971350669843,0.263464057445526,0.48047834634780884,0.3677973747253416,0.0002500000118743628
[64],prelu,32,0.029805359244346602,0.2671764492988585,0.49998241662979126,0.3764717102050779,0.02902130931615828,0.26750771999359113,0.47024279832839966,0.371402835845947,0.0002500000118743628
[64],prelu,32,0.02947459146380423,0.2659585833549498,0.5055768489837646,0.3743597030639646,0.029226681590080242,0.2684965074062346,0.4664464592933655,0.37273124456405615,0.0002500000118743628
[64],prelu,32,0.029876605421304686,0.2674096047878264,0.4987272024154663,0.37694392204284644,0.028404407948255522,0.263467490673065,0.4814533591270447,0.36745208501815774,0.0002500000118743628
[64],prelu,32,0.029490407556295378,0.26685485243797286,0.5052534937858582,0.37448208332061744,0.028827671706676467,0.2662860631942747,0.47373372316360474,0.370177102088928,0.0002500000118743628
[64],prelu,32,0.029979512840509398,0.2675767242908476,0.4969370365142822,0.3776164054870603,0.028722343593835815,0.2653180897235869,0.4756508469581604,0.36950225830078104,0.0002500000118743628
[64],prelu,32,0.029718954116106016,0.26695321798324567,0.5013384819030762,0.37596083879470804,0.028508795052766784,0.2634629666805266,0.47948896884918213,0.3681474208831785,0.0002500000118743628
[64],prelu,32,0.029449490457773193,0.2666405081748961,0.5058406591415405,0.37425981760025,0.028981252759695035,0.26743279695510846,0.47075963020324707,0.3712216258049009,0.0002500000118743628
[64],prelu,32,0.02953659072518347,0.2667273402214049,0.5044233798980713,0.3747961163520811,0.028342118114233,0.2627088546752928,0.48256397247314453,0.36705837249755835,0.0002500000118743628
[64],prelu,32,0.0295804515480995,0.2660917282104491,0.5036503076553345,0.3750883340835569,0.028805612772703153,0.26593903899192795,0.4740399122238159,0.37006942033767676,0.0002500000118743628
[64],prelu,32,0.029507953673601133,0.26620420217514024,0.5048462748527527,0.37463618516921976,0.028724697232246382,0.26561109423637375,0.4755432605743408,0.3695401668548582,0.0002500000118743628
[64],prelu,32,0.029456256330013256,0.2665327727794646,0.505733847618103,0.3743002653121946,0.029109091311693175,0.2683399379253386,0.46844321489334106,0.3720331549644468,0.0002500000118743628
[64],prelu,32,0.029576200246810895,0.2668525278568266,0.5036325454711914,0.37509505748748756,0.02813653349876402,0.2598147511482237,0.4862038493156433,0.36576504707336405,0.0002500000118743628
[64],prelu,32,0.029597353935241683,0.26650639772415147,0.5032598972320557,0.37523581981658916,0.028487473726272566,0.26430966854095445,0.479747474193573,0.36805597543716406,0.0002500000118743628
[64],prelu,32,0.029545538127422315,0.26687384247779833,0.504090428352356,0.3749220013618467,0.02840257510542868,0.2632727622985838,0.4812905788421631,0.3675097346305845,0.0002500000118743628
[64],prelu,32,0.03005425259470938,0.2676483035087584,0.49539101123809814,0.37819622755050636,0.02826727777719496,0.26156165599822984,0.48369431495666504,0.36665722131729106,0.0002500000118743628
[64],prelu,32,0.029788689315319045,0.26697183251380907,0.49988919496536255,0.3765067934989927,0.028391958028078063,0.2635730087757109,0.4813620448112488,0.3674844503402708,0.0002500000118743628
[64],prelu,32,0.02963402420282362,0.26692419648170457,0.5025297999382019,0.37551147937774637,0.028256604820489868,0.2623229384422301,0.4839026927947998,0.36658322811126687,0.0002500000118743628
[64],prelu,32,0.029753588140010816,0.267160928249359,0.500466525554657,0.37628939151763896,0.028461107611656173,0.26326475143432604,0.4801201820373535,0.367924118041992,0.0002500000118743628
[64],prelu,32,0.029468116164207442,0.2661794543266295,0.505325436592102,0.374454867839813,0.028524465858936292,0.2639167964458464,0.47900885343551636,0.36831718683242776,0.0002500000118743628
[64],prelu,32,0.02979589104652403,0.2674847424030302,0.4997565746307373,0.3765567183494566,0.028167747706174834,0.2611322164535521,0.48544126749038696,0.3660363793373106,0.0002500000118743628
[64],prelu,32,0.029772870987653716,0.26696196198463423,0.5000537633895874,0.3764448523521421,0.028938945382833463,0.2670199334621428,0.4712122678756714,0.3710628390312193,0.0002500000118743628
[64],prelu,32,0.02942054718732832,0.26621269583702073,0.5060775279998779,0.37417008876800517,0.028363761305809004,0.2631466090679167,0.48189789056777954,0.3672945499420164,0.0002500000118743628
[64],prelu,32,0.02985649108886717,0.2671154916286467,0.4986582398414612,0.37696985006332373,0.028395594656467422,0.26314242482185346,0.48115140199661255,0.36755905151367163,0.0002500000118743628
[64],prelu,32,0.029668801277875884,0.26710871458053576,0.5018031597137451,0.37578563690185524,0.028487869352102263,0.2638672292232512,0.47948122024536133,0.3681501746177671,0.0002500000118743628
[64],prelu,32,0.029856848716735822,0.2673020482063292,0.49859338998794556,0.37699424028396583,0.028355278819799407,0.26295381188392625,0.4819079041481018,0.3672910094261167,0.0001250000059371814
[64],prelu,32,0.029787249863147718,0.2674557209014891,0.499747633934021,0.37656004428863504,0.02854588329792021,0.26460120677947985,0.47837793827056885,0.36854013204574565,0.0001250000059371814
[64],prelu,32,0.02960662767291067,0.26678683161735517,0.5028077363967896,0.37540655136108375,0.028363949060440048,0.2631890952587126,0.4817071557044983,0.3673621416091917,0.0001250000059371814
[64],prelu,32,0.029319217801094036,0.26653545498847947,0.5076507329940796,0.3735737442970274,0.028628139942884427,0.26511420607566816,0.47687268257141113,0.3690714955329893,0.0001250000059371814
[64],prelu,32,0.029550086706876737,0.26666067838668805,0.5037654638290405,0.3750448465347288,0.028386372327804547,0.2633627235889433,0.4813074469566345,0.36750379800796484,0.0001250000059371814
[64],prelu,32,0.0294814422726631,0.2667106211185454,0.5049229860305786,0.3746071457862852,0.028582466393709167,0.265083074569702,0.47769695520401,0.36878060102462745,0.0001250000059371814
[64],prelu,32,0.029549974948167784,0.26664962768554673,0.5037825703620911,0.37503837347030616,0.028369867801666244,0.2629361271858214,0.4816262722015381,0.3673908233642576,0.0001250000059371814
[64],prelu,32,0.02971402779221533,0.26711617112159713,0.5009646415710449,0.37610174417495706,0.028541699051856977,0.2644645750522612,0.4783933162689209,0.3685346961021421,0.0001250000059371814
[64],prelu,32,0.029604037106037123,0.26685971617698656,0.5027875900268555,0.37541420459747293,0.02840332835912703,0.26336663961410506,0.4809284806251526,0.3676379799842832,0.0001250000059371814
[64],prelu,32,0.029514489322900756,0.2665653705596922,0.5042722821235657,0.37485326528549173,0.02826003581285475,0.2621589303016661,0.4835589528083801,0.3667052865028379,0.0001250000059371814
[64],prelu,32,0.029638221859931927,0.2669096946716307,0.5021865367889404,0.37564101219177226,0.028545092046260816,0.2645998120307921,0.4783012866973877,0.3685672044754026,0.0001250000059371814
[64],prelu,32,0.02957917526364325,0.2661756455898283,0.5031797289848328,0.37526611089706396,0.028689672052860243,0.26499457955360395,0.47563356161117554,0.36950833797454813,0.0001250000059371814
[64],prelu,32,0.029424572736024838,0.26623765826225265,0.5057827234268188,0.3742817401885984,0.028725374490022642,0.2660669624805449,0.47495657205581665,0.3697468042373655,0.0001250000059371814
[64],prelu,32,0.029443332552909835,0.2661239147186278,0.505447506904602,0.3744086623191831,0.0286725841462612,0.2653210401535033,0.4759182333946228,0.36940802335739115,0.0001250000059371814
[64],prelu,32,0.029679872095584852,0.26675988435745224,0.5013880729675293,0.37594213485717753,0.028771964460611327,0.2657476186752318,0.4740445613861084,0.370067775249481,0.0001250000059371814
[64],prelu,32,0.029398950934410077,0.2660573065280913,0.5061655640602112,0.37413675785064676,0.02849548459053038,0.26420567035675036,0.479156494140625,0.3682649731636045,0.0001250000059371814
[64],prelu,32,0.029402274638414366,0.26623097062110884,0.5061293244361877,0.374150490760803,0.02870360612869261,0.2655384242534636,0.47535473108291626,0.36960657835006694,0.0001250000059371814
[64],prelu,32,0.02970338836312292,0.2665296614170073,0.5010173916816711,0.37608186006545996,0.028519159555435165,0.2644106805324553,0.47864556312561035,0.3684455394744871,0.0001250000059371814
[64],prelu,32,0.02963708415627478,0.2668661534786223,0.5021002888679504,0.3756735563278196,0.028817132860422118,0.26654092669486984,0.4731590747833252,0.3703791618347166,0.0001250000059371814
[64],prelu,32,0.02978436648845671,0.2678091108798979,0.4995824098587036,0.37662223577499365,0.028648860007524472,0.26539143919944747,0.47625553607940674,0.36928911209106424,0.0001250000059371814
[64],prelu,32,0.029499958455562574,0.26659167408943163,0.5043970942497253,0.3748060584068296,0.028704468905925734,0.26553767323493943,0.4752497673034668,0.36964355707168556,0.0001250000059371814
[64],prelu,32,0.02972049191594122,0.26715361475944505,0.5006345510482788,0.3762260913848875,0.02887360900640486,0.2667170226573943,0.47207432985305786,0.3707602500915525,0.0001250000059371814
[64],prelu,32,0.02966805025935171,0.2668975889682768,0.501499354839325,0.37590018510818457,0.02866761758923529,0.2649678468704222,0.4758076071739197,0.36944700479507425,0.0001250000059371814
[64],prelu,32,0.029574512690305692,0.26704464554786667,0.5030659437179565,0.37530906200408914,0.02854590788483618,0.2643029272556303,0.4780830144882202,0.36864430904388407,0.0001250000059371814
[64],prelu,32,0.029660207033157332,0.2669872641563414,0.5016077756881714,0.3758593082427976,0.028748741000890716,0.2656229317188261,0.47435295581817627,0.36995927095413184,0.0001250000059371814
[64],prelu,32,0.029523908346891385,0.26653486490249617,0.5039037466049194,0.3749925613403318,0.028175742924213393,0.26132808923721296,0.4848017692565918,0.36626375913619974,6.25000029685907e-05
[64],prelu,32,0.029483516514301283,0.26670763492584215,0.5045608878135681,0.374744117259979,0.028372601419687254,0.2634876430034636,0.48119622468948364,0.3675431728363035,6.25000029685907e-05
[64],prelu,32,0.029370135068893414,0.2659059405326842,0.5065014362335205,0.37400947809219337,0.02835679873824118,0.26339551806449873,0.4815046787261963,0.3674339175224302,6.25000029685907e-05
[64],prelu,32,0.02929742038249968,0.26632450819015485,0.5077353715896606,0.37354162931442236,0.028415185958147033,0.263632822036743,0.48043566942214966,0.3678124666213987,6.25000029685907e-05
[64],prelu,32,0.02968653738498686,0.26701161861419664,0.5011348128318787,0.3760376214981077,0.028227894008159622,0.2619952440261839,0.48386430740356445,0.3665968537330625,6.25000029685907e-05
[64],prelu,32,0.029481502622365933,0.2662689149379729,0.5045933127403259,0.37473185062408426,0.02841395661234854,0.2637143611907957,0.4804483652114868,0.36780799627304056,6.25000029685907e-05
[64],prelu,32,0.029536112397909146,0.26637963652610763,0.5036860704421997,0.3750748515129087,0.028329835832118972,0.26292332410812363,0.48198097944259644,0.3672650814056394,6.25000029685907e-05
